rank,restart,fit_eye_dB,yield_pct,yield_lo,yield_hi,sensitivity,fit_full_loss,max_abs_xnorm,npz
1,0,0.846,99.8,99.49,99.92,0.007609,0.00717,0.875,design_sample_260_wc_L1_ipc_r00.npz
2,8,0.847,99.75,99.42,99.89,0.007611,0.00717,0.875,design_sample_260_wc_L1_ipc_r08.npz
3,9,0.849,99.7,99.35,99.86,0.007659,0.007181,0.87,design_sample_260_wc_L1_ipc_r09.npz
4,11,0.867,99.7,99.35,99.86,0.007861,0.007355,0.816,design_sample_260_wc_L1_ipc_r11.npz
5,6,0.845,99.6,99.21,99.8,0.007618,0.007146,0.883,design_sample_260_wc_L1_ipc_r06.npz
6,1,0.847,99.55,99.15,99.76,0.007655,0.007179,0.872,design_sample_260_wc_L1_ipc_r01.npz
7,4,0.847,99.5,99.08,99.73,0.00762,0.007171,0.875,design_sample_260_wc_L1_ipc_r04.npz
8,2,0.846,99.45,99.02,99.69,0.007623,0.007171,0.875,design_sample_260_wc_L1_ipc_r02.npz
9,3,0.846,99.45,99.02,99.69,0.007608,0.007169,0.875,design_sample_260_wc_L1_ipc_r03.npz
10,10,0.847,99.4,98.95,99.66,0.007618,0.007173,0.875,design_sample_260_wc_L1_ipc_r10.npz
11,7,0.846,99.35,98.89,99.62,0.007631,0.007171,0.875,design_sample_260_wc_L1_ipc_r07.npz
12,5,0.833,99.25,98.77,99.54,0.007433,0.008234,0.902,design_sample_260_wc_L1_ipc_r05.npz
